ID,prediksi,probabilitas,cluster,cluster_label,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
219,no,0.19%,0,Prospek Baru,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,no
220,no,0.11%,0,Prospek Baru,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
221,no,1.10%,0,Prospek Baru,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
222,no,0.23%,0,Prospek Baru,28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,-1,0,unknown,no
223,no,0.62%,0,Prospek Baru,35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,-1,0,unknown,no
224,no,0.20%,0,Prospek Baru,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown,no
225,no,39.33%,0,Prospek Baru,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
226,no,0.09%,0,Prospek Baru,48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
227,no,0.36%,0,Prospek Baru,58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,-1,0,unknown,no
228,no,0.11%,0,Prospek Baru,33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
229,no,0.89%,0,Prospek Baru,36,blue-collar,married,unknown,no,1033,no,no,unknown,5,may,238,2,-1,0,unknown,no
230,no,0.10%,0,Prospek Baru,53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,-1,0,unknown,no
231,no,0.03%,0,Prospek Baru,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
232,no,40.74%,0,Prospek Baru,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no
233,no,31.02%,0,Prospek Baru,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no
234,no,0.12%,0,Prospek Baru,53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,-1,0,unknown,no
235,no,0.39%,0,Prospek Baru,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
236,no,0.03%,0,Prospek Baru,45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,no
237,no,0.32%,0,Prospek Baru,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no
238,no,0.04%,0,Prospek Baru,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,-1,0,unknown,no
239,no,0.44%,0,Prospek Baru,44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,-1,0,unknown,no
240,no,0.74%,0,Prospek Baru,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
241,no,0.08%,0,Prospek Baru,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,-1,0,unknown,no
242,no,19.89%,0,Prospek Baru,43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,-1,0,unknown,no
243,no,0.49%,0,Prospek Baru,38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,-1,0,unknown,no
244,no,0.09%,0,Prospek Baru,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no
245,no,0.74%,0,Prospek Baru,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
246,no,4.28%,0,Prospek Baru,42,management,married,unknown,no,275,no,no,unknown,5,may,408,2,-1,0,unknown,no
247,no,0.51%,0,Prospek Baru,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,no
248,no,0.08%,0,Prospek Baru,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no
249,no,0.80%,0,Prospek Baru,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,-1,0,unknown,no
250,no,37.19%,0,Prospek Baru,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no
251,no,0.06%,0,Prospek Baru,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,no
252,no,0.16%,0,Prospek Baru,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
253,no,0.21%,0,Prospek Baru,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
254,no,0.53%,0,Prospek Baru,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
255,no,0.16%,0,Prospek Baru,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
256,no,1.06%,0,Prospek Baru,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,-1,0,unknown,no
257,no,0.04%,0,Prospek Baru,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,no
258,no,0.09%,0,Prospek Baru,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,no
259,no,0.59%,0,Prospek Baru,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
260,no,1.00%,0,Prospek Baru,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
261,no,25.85%,0,Prospek Baru,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
262,no,0.15%,0,Prospek Baru,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no
263,no,0.14%,0,Prospek Baru,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,-1,0,unknown,no
264,no,0.10%,0,Prospek Baru,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
265,no,0.13%,0,Prospek Baru,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,-1,0,unknown,no
266,no,0.16%,0,Prospek Baru,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,no
267,no,0.45%,0,Prospek Baru,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown,no
268,no,30.59%,0,Prospek Baru,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,no
269,no,0.04%,0,Prospek Baru,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no
270,no,5.48%,0,Prospek Baru,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,-1,0,unknown,no
271,no,17.46%,0,Prospek Baru,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
272,yes,59.53%,0,Prospek Baru,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
273,no,0.05%,0,Prospek Baru,57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no
274,no,0.11%,0,Prospek Baru,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no
275,no,0.08%,0,Prospek Baru,37,admin.,married,secondary,no,190,yes,no,unknown,5,may,92,2,-1,0,unknown,no
276,no,0.19%,0,Prospek Baru,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no
277,no,0.31%,0,Prospek Baru,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no
278,no,1.06%,0,Prospek Baru,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,unknown,no
279,no,0.07%,0,Prospek Baru,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,-1,0,unknown,no
280,no,0.45%,0,Prospek Baru,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,-1,0,unknown,no
281,no,27.31%,0,Prospek Baru,50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,621,3,-1,0,unknown,no
282,no,0.04%,0,Prospek Baru,41,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,55,2,-1,0,unknown,no
283,no,1.96%,0,Prospek Baru,54,technician,married,tertiary,no,258,no,no,unknown,5,may,310,4,-1,0,unknown,no
284,no,0.17%,0,Prospek Baru,58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no
285,no,0.07%,0,Prospek Baru,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,-1,0,unknown,no
286,no,0.62%,0,Prospek Baru,33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,-1,0,unknown,no
287,no,0.14%,0,Prospek Baru,47,admin.,married,secondary,no,368,yes,no,unknown,5,may,125,2,-1,0,unknown,no
288,no,0.09%,0,Prospek Baru,50,technician,single,tertiary,no,339,yes,no,unknown,5,may,2,3,-1,0,unknown,no
289,no,0.85%,0,Prospek Baru,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,no
290,no,0.16%,0,Prospek Baru,40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,164,2,-1,0,unknown,no
291,no,0.12%,0,Prospek Baru,37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,-1,0,unknown,no
292,no,30.14%,0,Prospek Baru,54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,-1,0,unknown,no
293,no,1.18%,0,Prospek Baru,24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,-1,0,unknown,no
294,no,0.24%,0,Prospek Baru,54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,-1,0,unknown,no
295,no,1.38%,0,Prospek Baru,34,technician,married,secondary,no,19,yes,no,unknown,5,may,362,4,-1,0,unknown,no
296,no,0.98%,0,Prospek Baru,56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,-1,0,unknown,no
297,no,0.47%,0,Prospek Baru,31,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,200,2,-1,0,unknown,no
298,no,0.86%,0,Prospek Baru,24,student,single,secondary,no,82,yes,no,unknown,5,may,204,2,-1,0,unknown,no
299,no,0.10%,0,Prospek Baru,42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,126,3,-1,0,unknown,no
300,no,0.05%,0,Prospek Baru,57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,-1,0,unknown,no
301,no,0.06%,0,Prospek Baru,42,blue-collar,married,unknown,no,408,yes,no,unknown,5,may,107,2,-1,0,unknown,no
302,no,0.64%,0,Prospek Baru,51,admin.,married,secondary,no,531,yes,no,unknown,5,may,267,2,-1,0,unknown,no
303,no,0.57%,0,Prospek Baru,57,retired,married,secondary,no,211,yes,no,unknown,5,may,248,2,-1,0,unknown,no
304,no,0.53%,0,Prospek Baru,36,services,single,secondary,no,62,yes,no,unknown,5,may,215,2,-1,0,unknown,no
305,no,0.26%,0,Prospek Baru,53,services,married,unknown,no,257,yes,no,unknown,5,may,209,2,-1,0,unknown,no
306,no,0.38%,0,Prospek Baru,50,technician,married,secondary,no,1234,yes,no,unknown,5,may,205,2,-1,0,unknown,no
307,no,0.08%,0,Prospek Baru,54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,-1,0,unknown,no
308,no,0.07%,0,Prospek Baru,55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,106,3,-1,0,unknown,no
309,no,0.18%,0,Prospek Baru,44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,may,189,2,-1,0,unknown,no
310,no,0.08%,0,Prospek Baru,43,management,married,unknown,no,0,yes,no,unknown,5,may,105,2,-1,0,unknown,no
311,no,0.08%,0,Prospek Baru,56,admin.,married,secondary,no,353,yes,no,unknown,5,may,106,2,-1,0,unknown,no
312,no,0.06%,0,Prospek Baru,54,technician,married,unknown,no,851,yes,no,unknown,5,may,108,2,-1,0,unknown,no
313,no,0.34%,0,Prospek Baru,55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,no
314,no,0.29%,0,Prospek Baru,37,services,divorced,secondary,no,398,yes,yes,unknown,5,may,214,2,-1,0,unknown,no
315,no,0.35%,0,Prospek Baru,33,admin.,single,tertiary,no,193,no,no,unknown,5,may,132,2,-1,0,unknown,no
316,no,1.36%,0,Prospek Baru,46,admin.,married,secondary,no,-358,yes,no,unknown,5,may,358,2,-1,0,unknown,no
317,no,3.05%,0,Prospek Baru,36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,453,2,-1,0,unknown,no
318,no,1.74%,0,Prospek Baru,51,technician,single,secondary,no,0,yes,no,unknown,5,may,364,2,-1,0,unknown,no
319,no,0.35%,0,Prospek Baru,40,retired,single,primary,no,0,no,no,unknown,5,may,136,2,-1,0,unknown,no
320,no,1.95%,0,Prospek Baru,42,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,386,2,-1,0,unknown,no
321,no,0.29%,0,Prospek Baru,51,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,173,2,-1,0,unknown,no
322,no,0.42%,0,Prospek Baru,49,blue-collar,married,unknown,no,403,yes,no,unknown,5,may,241,2,-1,0,unknown,no
323,no,0.38%,0,Prospek Baru,48,management,married,secondary,no,161,yes,no,unknown,5,may,224,3,-1,0,unknown,no
324,no,0.45%,0,Prospek Baru,32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,unknown,no
325,no,0.49%,0,Prospek Baru,31,admin.,single,secondary,no,98,yes,no,unknown,5,may,196,2,-1,0,unknown,no
326,no,0.29%,0,Prospek Baru,55,management,single,tertiary,no,115,no,no,unknown,5,may,111,4,-1,0,unknown,no
327,no,0.69%,0,Prospek Baru,40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,231,3,-1,0,unknown,no
328,no,0.98%,0,Prospek Baru,47,technician,married,tertiary,no,831,yes,no,unknown,5,may,316,3,-1,0,unknown,no
329,no,0.32%,0,Prospek Baru,57,technician,married,unknown,no,206,yes,no,unknown,5,may,216,3,-1,0,unknown,no
330,no,0.58%,0,Prospek Baru,41,blue-collar,married,secondary,no,290,yes,no,unknown,5,may,240,2,-1,0,unknown,no
331,no,36.18%,0,Prospek Baru,48,blue-collar,married,secondary,no,1,no,no,unknown,5,may,669,3,-1,0,unknown,no
332,no,2.15%,0,Prospek Baru,42,blue-collar,married,unknown,no,57,yes,no,unknown,5,may,425,2,-1,0,unknown,no
333,no,0.27%,0,Prospek Baru,30,blue-collar,single,secondary,no,-457,yes,no,unknown,5,may,143,2,-1,0,unknown,no
334,no,0.49%,0,Prospek Baru,58,management,single,tertiary,no,1387,yes,no,unknown,5,may,174,5,-1,0,unknown,no
335,no,1.32%,0,Prospek Baru,45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,no
336,no,0.18%,0,Prospek Baru,49,blue-collar,married,secondary,no,30,yes,no,unknown,5,may,135,4,-1,0,unknown,no
337,no,0.26%,0,Prospek Baru,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
338,no,0.14%,0,Prospek Baru,53,technician,married,secondary,no,56,yes,yes,unknown,5,may,152,2,-1,0,unknown,no
339,no,4.22%,0,Prospek Baru,51,admin.,single,secondary,yes,-2,no,no,unknown,5,may,402,3,-1,0,unknown,no
340,no,0.48%,0,Prospek Baru,32,services,single,secondary,no,121,yes,no,unknown,5,may,213,2,-1,0,unknown,no
341,no,0.24%,0,Prospek Baru,41,blue-collar,single,secondary,no,842,yes,no,unknown,5,may,144,3,-1,0,unknown,no
342,no,0.09%,0,Prospek Baru,43,management,divorced,secondary,no,693,yes,no,unknown,5,may,124,3,-1,0,unknown,no
343,no,0.34%,0,Prospek Baru,40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,may,183,2,-1,0,unknown,no
344,no,0.72%,0,Prospek Baru,50,blue-collar,married,primary,no,1533,yes,no,unknown,5,may,325,2,-1,0,unknown,no
345,no,0.07%,0,Prospek Baru,34,management,married,tertiary,no,46,yes,no,unknown,5,may,39,4,-1,0,unknown,no
346,no,5.24%,0,Prospek Baru,53,services,married,unknown,no,18,no,no,unknown,5,may,503,2,-1,0,unknown,no
347,no,0.07%,0,Prospek Baru,45,technician,married,secondary,no,44,yes,no,unknown,5,may,95,4,-1,0,unknown,no
348,no,36.16%,0,Prospek Baru,39,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,680,2,-1,0,unknown,no
349,no,2.85%,0,Prospek Baru,44,services,married,tertiary,no,510,yes,no,unknown,5,may,421,4,-1,0,unknown,no
350,no,0.38%,0,Prospek Baru,55,management,married,tertiary,no,685,yes,no,unknown,5,may,174,3,-1,0,unknown,no
351,no,0.15%,0,Prospek Baru,46,management,single,tertiary,no,187,yes,no,unknown,5,may,113,2,-1,0,unknown,no
352,yes,51.15%,0,Prospek Baru,45,blue-collar,married,secondary,no,66,yes,no,unknown,5,may,808,2,-1,0,unknown,no
353,no,0.37%,0,Prospek Baru,34,admin.,married,secondary,no,560,yes,no,unknown,5,may,198,3,-1,0,unknown,no
354,no,0.38%,0,Prospek Baru,36,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,195,2,-1,0,unknown,no
355,no,1.47%,0,Prospek Baru,59,unknown,divorced,unknown,no,27,no,no,unknown,5,may,347,3,-1,0,unknown,no
356,no,0.50%,0,Prospek Baru,31,admin.,single,secondary,no,12,yes,no,unknown,5,may,208,2,-1,0,unknown,no
357,no,3.43%,0,Prospek Baru,44,blue-collar,single,secondary,no,34,yes,no,unknown,5,may,404,4,-1,0,unknown,no
358,no,1.54%,0,Prospek Baru,33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,may,396,2,-1,0,unknown,no
359,no,0.48%,0,Prospek Baru,40,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,216,4,-1,0,unknown,no
360,no,0.12%,0,Prospek Baru,46,admin.,single,tertiary,no,377,yes,no,unknown,5,may,98,2,-1,0,unknown,no
361,no,1.34%,0,Prospek Baru,48,management,married,tertiary,no,263,yes,no,unknown,5,may,350,2,-1,0,unknown,no
362,no,0.09%,0,Prospek Baru,42,services,married,secondary,no,1263,yes,no,unknown,6,may,114,2,-1,0,unknown,no
363,no,0.07%,0,Prospek Baru,27,services,married,secondary,no,8,yes,no,unknown,6,may,88,3,-1,0,unknown,no
364,no,1.07%,0,Prospek Baru,48,admin.,married,secondary,no,126,yes,yes,unknown,6,may,379,2,-1,0,unknown,no
365,no,0.36%,0,Prospek Baru,59,admin.,married,secondary,no,230,yes,no,unknown,6,may,190,3,-1,0,unknown,no
366,no,0.27%,0,Prospek Baru,46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no
367,no,0.10%,0,Prospek Baru,38,admin.,divorced,secondary,no,308,yes,no,unknown,6,may,102,1,-1,0,unknown,no
368,no,1.39%,0,Prospek Baru,43,management,divorced,tertiary,no,1,yes,no,unknown,6,may,306,1,-1,0,unknown,no
369,no,0.62%,0,Prospek Baru,38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218,1,-1,0,unknown,no
370,no,0.15%,0,Prospek Baru,23,student,single,secondary,no,157,yes,no,unknown,6,may,54,1,-1,0,unknown,no
371,no,0.99%,0,Prospek Baru,34,services,married,secondary,no,22,yes,no,unknown,6,may,344,1,-1,0,unknown,no
372,no,0.26%,0,Prospek Baru,38,admin.,married,secondary,no,46,yes,yes,unknown,6,may,195,1,-1,0,unknown,no
373,no,36.89%,0,Prospek Baru,37,blue-collar,married,secondary,no,1293,no,no,unknown,6,may,652,1,-1,0,unknown,no
374,no,1.53%,0,Prospek Baru,25,admin.,single,secondary,no,122,yes,no,unknown,6,may,286,1,-1,0,unknown,no
375,no,0.24%,0,Prospek Baru,48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no
376,no,0.07%,0,Prospek Baru,49,blue-collar,single,secondary,no,143,yes,no,unknown,6,may,83,1,-1,0,unknown,no
377,no,0.89%,0,Prospek Baru,38,admin.,single,secondary,no,393,no,no,unknown,6,may,184,2,-1,0,unknown,no
378,no,0.45%,0,Prospek Baru,43,blue-collar,married,primary,no,98,yes,no,unknown,6,may,235,1,-1,0,unknown,no
379,no,1.07%,0,Prospek Baru,33,management,married,tertiary,no,0,yes,no,unknown,6,may,290,1,-1,0,unknown,no
380,no,0.55%,0,Prospek Baru,55,blue-collar,married,secondary,no,224,yes,no,unknown,6,may,232,1,-1,0,unknown,no
381,no,0.17%,0,Prospek Baru,38,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,133,1,-1,0,unknown,no
382,no,0.53%,0,Prospek Baru,49,services,married,secondary,no,245,yes,yes,unknown,6,may,318,1,-1,0,unknown,no
383,no,1.14%,0,Prospek Baru,40,management,married,secondary,no,8486,no,no,unknown,6,may,260,3,-1,0,unknown,no
384,no,3.81%,0,Prospek Baru,43,admin.,married,unknown,no,350,no,no,unknown,6,may,437,1,-1,0,unknown,no
385,no,2.18%,0,Prospek Baru,38,blue-collar,married,secondary,no,20,yes,no,unknown,6,may,402,1,-1,0,unknown,no
386,no,0.04%,0,Prospek Baru,58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,no
387,no,0.10%,0,Prospek Baru,57,technician,married,unknown,no,345,yes,no,unknown,6,may,125,1,-1,0,unknown,no
388,no,7.68%,0,Prospek Baru,32,unemployed,married,secondary,no,10,yes,no,unknown,6,may,501,4,-1,0,unknown,no
389,no,45.41%,0,Prospek Baru,56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,yes
390,no,0.47%,0,Prospek Baru,58,blue-collar,divorced,unknown,no,29,yes,no,unknown,6,may,253,1,-1,0,unknown,no
391,yes,50.15%,0,Prospek Baru,60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1030,1,-1,0,unknown,yes
392,no,0.29%,0,Prospek Baru,37,technician,married,tertiary,no,8730,yes,no,unknown,6,may,149,1,-1,0,unknown,no
393,no,0.09%,0,Prospek Baru,46,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,114,1,-1,0,unknown,no
394,no,0.62%,0,Prospek Baru,27,admin.,married,secondary,no,4,yes,no,unknown,6,may,243,1,-1,0,unknown,no
395,yes,51.96%,0,Prospek Baru,43,blue-collar,married,secondary,no,1205,yes,no,unknown,6,may,769,2,-1,0,unknown,no
396,no,0.15%,0,Prospek Baru,32,technician,single,secondary,no,0,yes,yes,unknown,6,may,135,3,-1,0,unknown,no
397,no,0.79%,0,Prospek Baru,40,admin.,single,secondary,no,263,yes,no,unknown,6,may,231,1,-1,0,unknown,no
398,no,0.12%,0,Prospek Baru,38,admin.,married,secondary,no,1,no,no,unknown,6,may,76,1,-1,0,unknown,no
399,no,0.41%,0,Prospek Baru,34,blue-collar,married,secondary,no,283,no,yes,unknown,6,may,199,1,-1,0,unknown,no
400,no,0.20%,0,Prospek Baru,47,blue-collar,married,primary,no,206,yes,no,unknown,6,may,152,1,-1,0,unknown,no
401,no,0.04%,0,Prospek Baru,42,housemaid,married,primary,no,17,yes,no,unknown,6,may,124,1,-1,0,unknown,no
402,no,1.98%,0,Prospek Baru,48,technician,married,secondary,no,141,yes,yes,unknown,6,may,424,1,-1,0,unknown,no
403,no,0.09%,0,Prospek Baru,29,self-employed,single,tertiary,no,16,yes,no,unknown,6,may,43,1,-1,0,unknown,no
404,no,0.23%,0,Prospek Baru,50,services,married,secondary,no,206,yes,no,unknown,6,may,154,1,-1,0,unknown,no
405,no,0.71%,0,Prospek Baru,52,technician,married,unknown,no,7,no,no,unknown,6,may,203,2,-1,0,unknown,no
406,no,2.79%,0,Prospek Baru,50,management,married,tertiary,no,0,no,no,unknown,6,may,326,1,-1,0,unknown,no
407,no,3.52%,0,Prospek Baru,58,retired,married,tertiary,no,0,no,no,unknown,6,may,393,1,-1,0,unknown,no
408,no,0.47%,0,Prospek Baru,46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no
409,no,8.26%,0,Prospek Baru,38,technician,married,secondary,no,284,yes,no,unknown,6,may,483,1,-1,0,unknown,no
410,no,0.63%,0,Prospek Baru,46,blue-collar,married,secondary,no,1660,yes,no,unknown,6,may,259,1,-1,0,unknown,no
411,no,0.67%,0,Prospek Baru,32,services,single,secondary,no,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
412,no,35.65%,0,Prospek Baru,51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no
413,no,31.21%,0,Prospek Baru,39,admin.,single,secondary,no,-25,yes,no,unknown,6,may,576,1,-1,0,unknown,no
414,no,0.32%,0,Prospek Baru,48,admin.,married,secondary,no,182,yes,no,unknown,6,may,180,2,-1,0,unknown,no
415,no,0.20%,0,Prospek Baru,36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,168,2,-1,0,unknown,no
416,no,0.10%,0,Prospek Baru,34,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,90,1,-1,0,unknown,no
